location,datetime,SF6 [ppm]
near_door,2021-05-11T18:30:46Z,33.6881357491874
near_window,2021-05-11T18:31:31Z,33.6485967134543
center,2021-05-11T18:32:16Z,33.7853330507105
near_door,2021-05-11T18:33:01Z,33.650243230614
near_window,2021-05-11T18:33:46Z,33.592584964824
center,2021-05-11T18:34:31Z,33.6321214867905
near_door,2021-05-11T18:35:16Z,33.6008225781559
near_window,2021-05-11T18:36:01Z,33.6222373562989
center,2021-05-11T18:36:46Z,33.5859938686518
near_door,2021-05-11T18:37:41Z,33.5332776681077
near_window,2021-05-11T18:38:26Z,33.6288284524711
center,2021-05-11T18:39:26Z,33.4970341804606
near_door,2021-05-11T18:40:11Z,33.5332776681077
near_window,2021-05-11T18:40:56Z,33.4377268837443
center,2021-05-11T18:41:41Z,33.9303070012987
near_door,2021-05-11T18:42:26Z,33.4080719785028
near_window,2021-05-11T18:43:11Z,33.3932457827653
center,2021-05-11T18:43:56Z,33.4558486275678
near_door,2021-05-11T18:44:46Z,33.4294892704124
near_window,2021-05-11T18:45:31Z,33.4113675265889
center,2021-05-11T18:46:16Z,33.6420081310488
near_door,2021-05-11T18:47:01Z,33.333938486049
near_window,2021-05-11T18:47:46Z,33.3075791288935
center,2021-05-11T18:48:31Z,33.2581584764355
near_door,2021-05-11T18:49:36Z,33.3191122903115
near_window,2021-05-11T18:50:21Z,33.2894598988367
center,2021-05-11T18:51:11Z,33.312523707906
near_door,2021-05-11T18:51:56Z,33.2153238926162
near_window,2021-05-11T18:52:41Z,33.1378948520764
center,2021-05-11T18:53:31Z,33.2004976968788
near_door,2021-05-11T18:54:21Z,33.2301526021203
near_window,2021-05-11T18:55:11Z,33.0917672339377
center,2021-05-11T18:56:01Z,33.2433297669314
near_door,2021-05-11T18:56:46Z,33.1131845258473
near_window,2021-05-11T18:57:36Z,33.0522307119712
center,2021-05-11T18:58:21Z,33.159312143986
near_door,2021-05-11T18:59:21Z,33.1082424606015
near_window,2021-05-11T19:00:06Z,33.0604658115365
center,2021-05-11T19:00:51Z,32.9879813500091
near_door,2021-05-11T19:01:36Z,33.0028075457465
near_window,2021-05-11T19:02:26Z,32.8891350175596
center,2021-05-11T19:03:11Z,32.9484423142759
near_door,2021-05-11T19:03:56Z,32.8874885003999
near_window,2021-05-11T19:04:41Z,32.8413608822612
center,2021-05-11T19:05:26Z,32.8084104289336
near_door,2021-05-11T19:06:16Z,32.9023146961373
near_window,2021-05-11T19:07:01Z,32.8578335951584
center,2021-05-11T19:07:51Z,32.8150015251058
near_door,2021-05-11T19:08:41Z,32.7276883540743
near_window,2021-05-11T19:09:41Z,32.7375724845659
center,2021-05-11T19:10:31Z,32.8331232689293
near_door,2021-05-11T19:11:21Z,32.8166480422655
near_window,2021-05-11T19:12:11Z,32.7260393231479
center,2021-05-11T19:12:56Z,32.7227462888285
near_door,2021-05-11T19:13:46Z,32.7227462888285
near_window,2021-05-11T19:14:31Z,32.7243928059882
center,2021-05-11T19:15:26Z,32.6815607359356
near_door,2021-05-11T19:16:11Z,32.6914448664273
near_window,2021-05-11T19:17:01Z,32.6189578911332
center,2021-05-11T19:17:51Z,32.5925985339778
near_door,2021-05-11T19:18:41Z,32.6617899611857
near_window,2021-05-11T19:19:46Z,32.6090737606416
